Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total_Passengers_Est,Fatal_Injury_Rate,Serious_Injury_Rate,Severe_Injury_Rate,Is_Destroyed,Make_Model
20150407X04922,Accident,ANC15CA019,2015-04-01,"Palmer, AK",United States,613548N,0149517W,PAQ,PALMER MUNI,Non-Fatal,Substantial,Airplane,N3885Q,CESSNA,A185F,No,1.0,Reciprocating,091,Personal,CRUZ DAVID C,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's loss of directional control during landing, resulting in a collision with terrain.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_A185F
20150403X02544,Accident,CEN15FA189,2015-04-02,"Batesville, AR",United States,354110N,0914613W,BVX,BATESVILLE RGNL,Fatal,Destroyed,Airplane,N65463,CESSNA,152,No,1.0,Reciprocating,091,Instructional,,1.0,0.0,0.0,0.0,VMC,Unknown,The noninstrument-rated pilot's controlled flight into terrain due to an inadvertent encounter with clouds in dark night conditions. Contributing to the accident was the pilot's decision to fly at night in marginal visual meteorological conditions without the proper training and without obtaining a weather briefing.,25-09-2020,1.0,1.0,0.0,1.0,True,CESSNA_152
20150514X40058,Accident,GAA15CA070,2015-04-04,"Cornelia, GA",United States,034303N,0833318W,AJR,HABERSHAM COUNTY,Non-Fatal,Substantial,Airplane,N7153Z,PIPER,PA 18-150,No,1.0,Reciprocating,091,Personal,SUPERCUB 88 LLC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion.",25-09-2020,1.0,0.0,0.0,0.0,False,PIPER_PA 18-150
20150406X81603,Accident,ERA15LA177,2015-04-06,"Allentown, PA",United States,403413N,0752918W,XLL,Queen City,Non-Fatal,Substantial,Airplane,N4826H,MOONEY,M20J,No,1.0,Reciprocating,091,Personal,PRO INTERNATIONAL INC,0.0,0.0,0.0,2.0,VMC,Unknown,A total loss of engine power during takeoff due to an interruption of fuel flow to the engine. The reason for the interruption of the fuel flow could not be determined during postaccident examination and testing.,25-09-2020,2.0,0.0,0.0,0.0,False,MOONEY_M20J
20150407X21728,Accident,GAA15CA035,2015-04-06,"FARMINGDALE, NJ",United States,401754N,0743114W,BLM,MONMOUTH EXECUTIVE,Non-Fatal,Substantial,Airplane,N179BA,CESSNA,152,No,1.0,Reciprocating,091,Personal,"Eagles View Aviation, Inc",0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's improper flare which resulted in a loss of control and subsequent hard landing.,25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_152
20150413X45158,Accident,CEN15CA196,2015-04-11,"Cambridge, OH",United States,395830N,0813439W,CDI,Cambridge Muni,Non-Fatal,Substantial,Airplane,N85664,AERONCA,7AC,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain control of the airplane while encountering a wind gust after landing.,25-09-2020,1.0,0.0,0.0,0.0,False,AERONCA_7AC
20150413X92719,Accident,ERA15LA183,2015-04-11,"Spring City, TN",United States,354112N,0845321W,,,Non-Fatal,Substantial,Airplane,N82658,AERONCA,7AC,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to properly apply carburetor heat in conditions conducive to carburetor icing, which resulted the accumulation of carburetor ice and the subsequent total loss of engine power.",25-09-2020,1.0,0.0,0.0,0.0,False,AERONCA_7AC
20150413X92126,Accident,ERA15WA182,2015-04-12,"Santander, Colombia",Colombia,064934N,0732134W,SKEJ,Barrancabermea/ Yariguies Air,Fatal,Substantial,Airplane,HK5064G,CESSNA,172S,No,1.0,Unknown,NUSN,Instructional,Aeroclub Flight School,3.0,0.0,0.0,0.0,UNKNOWN,Unknown,,25-09-2020,3.0,1.0,0.0,1.0,False,CESSNA_172S
20150412X21537,Accident,ANC15LA020,2015-04-13,"Bettles, AK",United States,671247N,1512554W,BTT,BETTLES,Non-Fatal,Substantial,Airplane,N4697C,CESSNA,170B,No,1.0,Reciprocating,091,Personal,SETH W. MCMILLAN,0.0,0.0,0.0,3.0,VMC,Unknown,A total loss of engine power for reasons that could not be determined because postaccident engine examination and testing revealed no mechanical anomalies that would have precluded normal operation.,25-09-2020,3.0,0.0,0.0,0.0,False,CESSNA_170B
20150414X13623,Accident,WPR15LA146,2015-04-14,"Hilo, HI",United States,194329N,0155312W,ITO,HILO INTL,Non-Fatal,Substantial,Airplane,N12842,CESSNA,172M,No,1.0,Reciprocating,091,Instructional,,0.0,0.0,3.0,0.0,VMC,Unknown,"Water contamination in the fuel system due to the flight instructors and pilot receiving instructions failure to drain all the water from the system during the preflight inspection, which resulted in a loss of engine power.",25-09-2020,3.0,0.0,0.0,0.0,False,CESSNA_172M
20150415X25713,Accident,ANC15FA021,2015-04-14,"Whittier, AK",United States,604226N,0148613W,VDZ,VALDEZ PIONEER FIELD,Fatal,Substantial,Airplane,N9247C,CESSNA,180,No,1.0,Reciprocating,091,Personal,DALE A. CARLSON,1.0,0.0,0.0,0.0,IMC,Unknown,"The pilot's decision to continue flight into known icing conditions, contrary to the airplanes limitations, which resulted in a total loss of engine power due to icing.",25-09-2020,1.0,1.0,0.0,1.0,False,CESSNA_180
20150416X44654,Accident,ERA15LA187,2015-04-15,"Lancaster, NY",United States,425516N,0783539W,BQR,BUFFALO-LANCASTER RGNL,Non-Fatal,Substantial,Airplane,N7598R,PIPER,PA-28-140,No,1.0,Reciprocating,091,Personal,HOTUNG LISA M,0.0,0.0,0.0,1.0,VMC,Unknown,The loss of engine power during takeoff for reasons that could not be determined during postaccident examination of the engine or testing of the carburetor.,25-09-2020,1.0,0.0,0.0,0.0,False,PIPER_PA-28-140
20150417X02428,Accident,WPR15LA149,2015-04-17,"La Quinta, CA",United States,334055N,0116161W,,,Non-Fatal,Substantial,Airplane,N162SC,PIPER,PA 18-150,No,1.0,Reciprocating,091,Banner Tow,,0.0,1.0,0.0,0.0,VMC,Unknown,"Maintenance personnels failure to properly repair a propeller deformation, which resulted in a fatigue crack, separation of a propeller blade tip, and forced landing onto uneven terrain.",25-09-2020,1.0,0.0,1.0,1.0,False,PIPER_PA 18-150
20150422X44915,Accident,ERA15CA196,2015-04-17,"Sebastian, FL",United States,274848N,0802944W,X26,Sebastian Municipal Airport,Non-Fatal,Substantial,Airplane,N66090,CESSNA,172P,No,1.0,Reciprocating,091,Personal,Deland Aviation,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's misjudged airspeed and glidepath, which resulted in a landing area overshoot and runway excursion.",25-09-2020,2.0,0.0,0.0,0.0,False,CESSNA_172P
20150504X14247,Accident,GAA15CA058,2015-04-17,"Tamuning,",United States,013292N,1444757E,GUM,GUAM INTL,Non-Fatal,Substantial,Airplane,N9853L,CESSNA,172P,No,1.0,Reciprocating,091,Instructional,TREND VECTOR AVIATION INT,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's failure to maintain pitch control, resulting in a hard landing.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_172P
20150417X03828,Accident,GAA15CA042,2015-04-18,"Mize, MS",United States,315119N,0893122W,,,Non-Fatal,Substantial,Airplane,N76452,CESSNA,140,No,1.0,Reciprocating,091,Unknown,,0.0,1.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain clearance from obstacles during an off airport precautionary landing roll.,25-09-2020,1.0,0.0,1.0,1.0,False,CESSNA_140
20150420X64153,Accident,ERA15LA190,2015-04-18,"Winchester, TN",United States,035103N,0086357W,BGF,WINCHESTER MUNI,Non-Fatal,Substantial,Airplane,N9680M,MOONEY,M20C,No,1.0,Reciprocating,091,Personal,,0.0,3.0,2.0,0.0,VMC,Unknown,"The pilot's inadequate weight and balance and performance planning, including his decision to take off with more passengers than permitted, and his exceedance of the airplanes critical angle of attack during the initial climb, which resulted in an aerodynamic stall and impact with terrain.",25-09-2020,5.0,0.0,0.6,0.6,False,MOONEY_M20C
20150421X30702,Accident,GAA15CA044,2015-04-18,"Slate Hill, NY",United States,412425N,0743156W,NK79,LEWIS LANDING,Non-Fatal,Substantial,Airplane,N9299U,CESSNA,150M,No,1.0,Reciprocating,091,Personal,SCHILLING WILLIAM S,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain an adequate descent rate, resulting in a hard landing.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_150M
20150420X00535,Accident,ERA15LA192,2015-04-19,"Fort Myers, FL",United States,264358N,0815350W,94FL,PINE SHADOWS AIRPARK,Non-Fatal,Substantial,Airplane,N88AX,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,Personal,ALPHA X-RAY LLC,0.0,0.0,0.0,4.0,VMC,Unknown,"The pilot's improper decision to land the airplane with a quartering, gusting tailwind and his subsequent failure to flare the airplane and maintain directional control after it bounced, which resulted in a runway excursion.",25-09-2020,4.0,0.0,0.0,0.0,False,CIRRUS DESIGN CORP_SR22
20150421X14605,Accident,GAA15CA046,2015-04-19,"Naples, FL",United States,002699N,0814632W,APF,NAPLES MUNICIPAL,Non-Fatal,Substantial,Airplane,N100PM,CESSNA,172S,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's failure to maintain airplane control, resulting in a hard landing.",25-09-2020,2.0,0.0,0.0,0.0,False,CESSNA_172S
20150424X61110,Accident,GAA15CA049,2015-04-24,"Clearwater, FL",United States,275741N,0824338W,CLW,CLEARWATER AIR PARK,Non-Fatal,Substantial,Airplane,N1576V,CESSNA,172M,No,1.0,Reciprocating,091,Personal,Clearwater Helicopters,0.0,0.0,0.0,4.0,VMC,Unknown,"The pilot's excessive airspeed during landing, which resulted in abnormal runway contact, a runway excursion, and substantial damage to the airplane.",25-09-2020,4.0,0.0,0.0,0.0,False,CESSNA_172M
20150429X22604,Accident,WPR15LA153,2015-04-28,"Centralia, WA",United States,464542N,0123056W,,,Non-Fatal,Substantial,Airplane,N1296D,CESSNA,170B,No,1.0,Reciprocating,091,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"Maintenance personnels incorrect installation of the fuel selector valvehandle, which resulted in fuel starvation, a loss of engine power, and a forced hard landing. Contributing to the accident was the pilot's failure to follow the manufacturer's checklist.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_170B
20150507X15611,Accident,GAA15CA063,2015-04-30,"Los Angeles, CA",United States,341543N,1182458W,WHP,WHITEMAN,Non-Fatal,Substantial,Airplane,N65813,CESSNA,172P,No,1.0,Reciprocating,091,Instructional,GLENDALE COMMUNITY COLLEGE,0.0,1.0,0.0,0.0,VMC,Unknown,"The student pilot's failure to maintain attitude control during the landing flare, resulting in a hard landing.",25-09-2020,1.0,0.0,1.0,1.0,False,CESSNA_172P
20150513X75952,Incident,CEN15IA230,2015-04-30,"Pilot Point, TX",United States,332245N,0955614W,,,Non-Fatal,Minor,Airplane,N49158,CESSNA,152,No,1.0,Reciprocating,091,Instructional,US AVIATION GROUP LLC,0.0,0.0,0.0,2.0,VMC,Unknown,The loss of engine power due to the separation of the distributor gear arm on the left magneto.,25-09-2020,2.0,0.0,0.0,0.0,False,CESSNA_152
20150501X91429,Accident,WPR15LA155,2015-05-01,"Crescent Lake, OR",United States,433157N,0121570W,,,Non-Fatal,Substantial,Airplane,N2514N,CESSNA,140,No,1.0,Reciprocating,091,Personal,,0.0,1.0,0.0,1.0,VMC,Unknown,"The pilot's improper fuel management, which resulted in a total loss of engine power due to fuel starvation. Contributing to the accident was the pilot's inability to restart the engine for reasons that could not be determined because postaccident examination of the engine and fuel system revealed no anomalies that would have precluded normal operation. 
",25-09-2020,2.0,0.0,0.5,0.5,False,CESSNA_140
20150503X30740,Accident,ERA15FA203,2015-05-03,"Penn Yan, NY",United States,042381N,0007734W,PEO,PENN YAN,Fatal,Substantial,Airplane,N3969L,CESSNA,172,No,1.0,Reciprocating,091,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,The student pilot's failure to maintain airplane control during the initial climb. Contributing to the accident was the student's inappropriate configuration of the airplane's wing flaps for the initial climb.,25-09-2020,1.0,1.0,0.0,1.0,False,CESSNA_172
20150504X05958,Accident,ERA15FA204,2015-05-03,"Mulberry, TN",United States,351315N,0862559W,,,Fatal,Destroyed,Airplane,N6579M,CESSNA,182,No,1.0,Reciprocating,091,Personal,BAUMAN LINDA C,1.0,0.0,0.0,0.0,VMC,Unknown,The pilot's failure to recover from a controlled descent for reasons that could not be determined during the postaccident investigation.,25-09-2020,1.0,1.0,0.0,1.0,True,CESSNA_182
20150506X44421,Accident,CEN15CA223,2015-05-03,"De Kalb, IL",United States,041562N,0884220W,KDKB,De Kalb Taylor Municipal,Non-Fatal,Substantial,Airplane,N98656,PIPER,J3C-65,No,1.0,Reciprocating,091,Personal,Joseph A. Begany,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's loss of positional awareness while taxiing, resulting in a collision with a parked and unoccupied airplane. Contributing to the accident was the pilot's difficulty seeing over the nose of the airplane, his preoccupation with trying to control the airplane in the wind, and his minimal experience in the airplane.",25-09-2020,1.0,0.0,0.0,0.0,False,PIPER_J3C-65
20150514X14618,Accident,GAA15CA068,2015-05-04,"Hartland, ME",United States,445546N,0693111W,,,Non-Fatal,Substantial,Airplane,N2724X,CESSNA,180,No,1.0,Reciprocating,091,Personal,COMFORT KENNETH W,0.0,0.0,0.0,2.0,VMC,Unknown,Abnormal runway contact which precipitated a loss of control and nose-over.,25-09-2020,2.0,0.0,0.0,0.0,False,CESSNA_180
20150508X60256,Accident,GAA15CA064,2015-05-07,"Daytona Beach, FL",United States,291048N,0081329W,KDAB,DAYTONA BEACH INTL,Non-Fatal,Substantial,Airplane,N5144H,CESSNA,172S,No,1.0,Reciprocating,091,Instructional,Phoenix East Aviation LLC,0.0,0.0,0.0,4.0,VMC,Unknown,"The landing airplane pilot's failure to maintain directional control during landing, which resulted in a runway excursion and ground collision with a taxiing airplane.",25-09-2020,4.0,0.0,0.0,0.0,False,CESSNA_172S
20150515X44807,Accident,ERA15WA213,2015-05-13,"Bajo Hondo, Argentina",Argentina,384444S,0614750W,,,Fatal,Destroyed,Airplane,LV-CXM,CESSNA,182,No,1.0,Reciprocating,NUSN,Aerial Observation,Aerotec Argentina SA,2.0,0.0,0.0,0.0,UNKNOWN,Unknown,,25-09-2020,2.0,1.0,0.0,1.0,True,CESSNA_182
20150518X41251,Accident,GAA15CA076,2015-05-13,"Bentonville, AR",United States,362043N,0094138W,VBT,BENTONVILLE MUNI/LOUISE M THAD,Non-Fatal,Substantial,Airplane,N3488C,CESSNA,170B,No,1.0,Reciprocating,091,Instructional,Summit Aviation LLC,0.0,0.0,0.0,2.0,VMC,Unknown,"The flight instructor's failure to maintain directional control, which resulted in a ground loop on takeoff.",25-09-2020,2.0,0.0,0.0,0.0,False,CESSNA_170B
20150514X71721,Accident,ANC15CA025,2015-05-14,"Anchorage, AK",United States,611114N,1495757W,LHD,LAKE HOOD,Non-Fatal,Substantial,Airplane,N2998P,PIPER,PA 18-150,No,1.0,Reciprocating,091,Personal,"GRAHAM, JASON",0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's excessive use of brakes to maintain directional control, which resulted in a nose over.",25-09-2020,1.0,0.0,1.0,1.0,False,PIPER_PA 18-150
20150515X01222,Accident,GAA15CA071,2015-05-14,"Atlanta, GA",United States,335232N,0084187W,PDK,DEKALB-PEACHTREE,Non-Fatal,Substantial,Airplane,N741CD,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,Personal,N741CD LLC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain pitch control during the landing. Contributing to this accident was the pilot's lack of experience with the airplane's performance characteristics during the approach resulting in a hard landing and runway excursion.,25-09-2020,1.0,0.0,0.0,0.0,False,CIRRUS DESIGN CORP_SR22
20150518X63512,Accident,GAA15CA077,2015-05-17,"Wellington, KS",United States,371944N,0972318W,EGT,WELLINGTON MUNI,Non-Fatal,Substantial,Airplane,N8634U,CESSNA,150M,No,1.0,Reciprocating,091,Instructional,Steve Hurst,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's improper flare and loss of control which resulted in a hard landing.,25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_150M
20150526X23720,Accident,ANC15CA028,2015-05-17,"Seward, AK",United States,060747N,1492458W,SWD,SEWARD,Non-Fatal,Substantial,Airplane,N83330,PIPER,PA 18-150,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's excessive braking during landing, which resulted in a nose over.",25-09-2020,1.0,0.0,0.0,0.0,False,PIPER_PA 18-150
20150520X41333,Accident,ERA15LA217,2015-05-19,"Corryton, TN",United States,003600N,0008300W,,,Non-Fatal,Substantial,Airplane,N597JG,PIPER,PA-28-181,No,1.0,Reciprocating,091,Instructional,,0.0,0.0,0.0,2.0,VMC,Unknown,"The failure of the No. 4 engine cylinder due to fatigue, resulting in a catastrophic failure of the engine.",25-09-2020,2.0,0.0,0.0,0.0,False,PIPER_PA-28-181
20150526X41555,Accident,GAA15CA088,2015-05-23,"Sussex, NJ",United States,041122N,0743722W,FWN,SUSSEX,Non-Fatal,Substantial,Airplane,N9959V,CESSNA,172M,No,1.0,Reciprocating,091,Personal,David Von Bing,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's failure to remove the gust lock during the preflight inspection, resulting in a loss of control and collision with trees during takeoff.",25-09-2020,1.0,0.0,1.0,1.0,False,CESSNA_172M
20150527X11828,Accident,ERA15CA222,2015-05-25,"Mitchellville, MD",United States,385641N,0764623W,W00,FREEWAY,Non-Fatal,Substantial,Airplane,N6155K,CESSNA,172P,No,1.0,Reciprocating,091,Personal,FREEWAY AIRPORT INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's improper landing flare, which resulted in a bounced landing and damage to the airplane.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_172P
20150528X71717,Accident,GAA15CA095,2015-05-25,"Honesdale, PA",United States,413056N,0075156W,N30,CHERRY RIDGE,Non-Fatal,Substantial,Airplane,N759EB,CESSNA,182Q,No,1.0,Reciprocating,091,Personal,AEROMAVEN LLP,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to land with sufficient runway remaining to safely stop the airplane.,25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_182Q
20150611X72534,Accident,GAA15CA119,2015-05-28,"Beaver Falls, PA",United States,404621N,0802329W,BVI,BEAVER COUNTY,Non-Fatal,Substantial,Airplane,N984WU,CESSNA,172R,No,1.0,Reciprocating,091,Instructional,MOORE AVIATION INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's failure to maintain airplane attitude control during the landing, resulting in a hard landing.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_172R
20150531X02741,Accident,ERA15LA228,2015-05-29,"Churchville, MD",United States,393346N,0761218W,0W3,HARFORD COUNTY,Non-Fatal,Substantial,Airplane,N2009B,LUSCOMBE,8A,No,1.0,Reciprocating,091,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's improper reduction of the fuel mixture while the airplane was descending on the final leg of the traffic pattern, which resulted in a total loss of engine power and subsequent aerodynamic stall.",25-09-2020,1.0,0.0,1.0,1.0,False,LUSCOMBE_8A
20150530X04313,Accident,CEN15FA245,2015-05-30,"Plainview, TX",United States,034956N,1014256W,PVW,HALE COUNTY,Fatal,Destroyed,Airplane,N221D,BEECH,A36,No,1.0,Reciprocating,091,Personal,,3.0,0.0,0.0,0.0,VMC,Unknown,"The pilots decision to take off ahead of an approaching severe thunderstorm, which resulted in an encounter with hazardous weather conditions that led to a loss of airplane control.",25-09-2020,3.0,1.0,0.0,1.0,True,BEECH_A36
20150601X13437,Accident,ANC15LA033,2015-06-01,"Talkeetna, AK",United States,621929N,0150521W,TKA,TALKEETNA,Non-Fatal,Substantial,Airplane,N8525U,CESSNA,172,No,1.0,Reciprocating,091,Instructional,,0.0,1.0,1.0,4.0,VMC,Unknown,"The other pilots failure to maintain an adequate visual lookout, which resulted in a midair collision. Contributing to the accident was the other pilots failure to follow Federal Aviation Administration-recommended traffic pattern procedures.",25-09-2020,6.0,0.0,0.16666666666666666,0.16666666666666666,False,CESSNA_172
20150609X35832,Accident,ANC15WA036,2015-06-01,"Sikanni Chief, Canada",Canada,,,,,Fatal,Destroyed,Airplane,N759AS,CESSNA,182,No,1.0,Reciprocating,091,Personal,HOLTE JAMES K,2.0,0.0,0.0,0.0,UNK,Unknown,,25-09-2020,2.0,1.0,0.0,1.0,True,CESSNA_182
20150602X91804,Accident,ERA15LA231,2015-06-02,"Siler City, NC",United States,354150N,0793030W,SCR,Siler City Municipal Airport,Fatal,Substantial,Airplane,N985K,BEECH,A36,No,1.0,Reciprocating,091,Personal,BHB OF THE SANDHILLS LLC,1.0,0.0,1.0,0.0,IMC,Unknown,"The pilot's failure to maintain adequate airspeed and his exceedance of the airplane's critical angle of attack while maneuvering for landing, which resulted in an aerodynamic stall.",25-09-2020,2.0,0.5,0.0,0.5,False,BEECH_A36
20150605X84653,Accident,GAA15CA106,2015-06-03,"Palm Springs, CA",United States,334944N,1163025W,PSP,PALM SPRINGS INTL,Non-Fatal,Substantial,Airplane,N759ZK,CESSNA,182Q,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's improper landing flare which resulted in a hard landing and substantial damage to the firewall.,25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_182Q
20150608X04410,Accident,ANC15LA035,2015-06-04,"McCarthy, AK",United States,062559N,1453148W,15Z,MC CARTHY,Fatal,Minor,Airplane,N985W,PIPER,PA 18-150,No,1.0,Reciprocating,091,Instructional,ALASKA CUB TRAINING SPECIALISTS,1.0,0.0,0.0,0.0,VMC,Unknown,The pilot's failure to ensure adequate clearance from the spinning propeller while traversing the area between the leading edge of the wing and the nose of the airplane. Contributing to the accident was the decision to leave the cockpits of the airplanes unattended while the engines were idling and gear was being loaded on board.,25-09-2020,1.0,1.0,0.0,1.0,False,PIPER_PA 18-150
20150609X25728,Accident,GAA15CA111,2015-06-05,"Clewiston, FL",United States,026449N,0008137W,2IS,AIRGLADES,Non-Fatal,Substantial,Airplane,N29415,CESSNA,177,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's improper level off and flare in crosswind conditions, which resulted in a loss of control and hard landing.",25-09-2020,2.0,0.0,0.0,0.0,False,CESSNA_177
20150609X84508,Accident,GAA15CA112,2015-06-06,"Vichey, MO",United States,038739N,0914610W,KVIH,Rolla National,Non-Fatal,Substantial,Airplane,N180SA,CESSNA,180,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's failure to maintain directional control during the landing, which resulted in a runway excursion and collision with terrain.",25-09-2020,2.0,0.0,0.0,0.0,False,CESSNA_180
20150714X25655,Accident,GAA15CA179,2015-06-06,"Addison, TX",United States,032585N,0965010W,ADS,ADDISON,Non-Fatal,Substantial,Airplane,N178AF,CESSNA,172R,No,1.0,Reciprocating,091,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's failure to maintain pitch control during the landing touchdown, resulting in a hard landing.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_172R
20150608X02450,Accident,WPR15LA180,2015-06-08,"Reno, NV",United States,394045N,0119520W,RTS,RENO/STEAD,Non-Fatal,Destroyed,Airplane,N7887V,MOONEY,M20C,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The in-flight separation of the exhaust tube at a weld joint due to erosion and corrosion, which resulted in a subsequent in-flight fire.",25-09-2020,2.0,0.0,0.0,0.0,True,MOONEY_M20C
20150707X64149,Accident,GAA15CA161,2015-06-10,"Galesburg, IL",United States,405639N,0902549W,,,Non-Fatal,Substantial,Airplane,N740SP,CESSNA,172S,No,1.0,Reciprocating,091,Unknown,JET AIR INC,0.0,0.0,0.0,1.0,UNK,Unknown,"Firewall damage reported by maintenance personnel that occurred during an unknown phase of flight, because the accident flight and pilot could not be determined.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_172S
20150612X64657,Accident,CEN15FA267,2015-06-12,"Huggins, MO",United States,372352N,0921230W,PVT,Private,Fatal,Destroyed,Airplane,N3193W,BEECH,A36,No,1.0,Reciprocating,091,Personal,,4.0,0.0,1.0,0.0,VMC,Unknown,"The pilot's failure to maintain adequate airspeed and his exceedance of the airplane's critical angle-of-attack, which resulted in an aerodynamic stall and loss of control.",25-09-2020,5.0,0.8,0.0,0.8,True,BEECH_A36
20150615X32357,Accident,GAA15CA121,2015-06-13,"Bozeman, MT",United States,004500N,0011100W,KBZN,Bozeman Yellowstone Internatio,Non-Fatal,Substantial,Airplane,N86SB,CESSNA,P210N,No,1.0,Reciprocating,091,Personal,Stephen H. Biggs,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to complete the required before landing checks, resulting in the execution of a gear up landing causing substantial damage to the lower fuselage of the airplane.",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_P210N
20150616X52241,Accident,ANC15CA039,2015-06-13,"McCarthy, AK",United States,006261N,1453145W,,,Non-Fatal,Substantial,Airplane,N3897Z,PIPER,PA 18-150,No,1.0,Reciprocating,091,Personal,Phillip Sturm,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's excessive use of wheel brakes during landing, resulting in a nose over.",25-09-2020,2.0,0.0,0.0,0.0,False,PIPER_PA 18-150
20150629X01239,Accident,GAA15CA142,2015-06-13,"Westminster, MD",United States,393631N,0077029W,DMW,CARROLL COUNTY RGNL/JACK B POA,Non-Fatal,Substantial,Airplane,N1248S,CESSNA,182P,No,1.0,Reciprocating,091,Instructional,COTE ORPHAN LLC,0.0,0.0,0.0,3.0,VMC,Unknown,"The flight instructor's delayed remedial action during the landing flare, which resulted in a hard landing and porpoise.",25-09-2020,3.0,0.0,0.0,0.0,False,CESSNA_182P
20150615X10136,Accident,ERA15LA237,2015-06-14,"Hampton, NH",United States,042586N,0704942W,7B3,HAMPTON AIRFIELD,Non-Fatal,Substantial,Airplane,N43078,PIPER,PA28,No,1.0,Reciprocating,091,Personal,,0.0,0.0,2.0,0.0,VMC,Unknown,"The pilots failure to properly set the stabilator trim prior to takeoff, which resulted in an exceedance of the airplanes critical angle of attack and an aerodynamic stall during takeoff.",25-09-2020,2.0,0.0,0.0,0.0,False,PIPER_PA28
20150615X12143,Accident,WPR15LA185,2015-06-14,"Moab, UT",United States,384518N,1094517W,CNY,CANYONLANDS FIELD,Non-Fatal,Substantial,Airplane,N5143D,CESSNA,182A,No,1.0,Reciprocating,091,Skydiving,Skydive Canyonlands,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots inadequate preflight fuel planning and inflight fuel management, which resulted in a total loss of engine power due to fuel exhaustion. 
",25-09-2020,1.0,0.0,0.0,0.0,False,CESSNA_182A
20150616X94016,Accident,ERA15LA239,2015-06-14,"Dushore, PA",United States,413115N,0762744W,PA71,Dwight's Delight,Non-Fatal,Substantial,Airplane,N97505,STINSON,108,No,1.0,Reciprocating,091,Personal,REXER RICHARD J,0.0,1.0,1.0,0.0,VMC,Unknown,The total loss of engine power during the initial climb for reasons that could not be determined because postaccident examination of the engine revealed no anomalies that would have precluded normal operation.,25-09-2020,2.0,0.0,0.5,0.5,False,STINSON_108
