Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total_Passengers_Est,Fatal_Injury_Rate,Serious_Injury_Rate,Severe_Injury_Rate,Is_Destroyed,Make_Model
20001214X42331,Accident,ATL83FA140,1983-03-20,"CROSSVILLE, TN",United States,,,,,Fatal(1),Destroyed,Airplane,N9600W,PIPER,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,1.0,1.0,0.0,0.0,IMC,Cruise,Probable Cause,02-05-2011,2.0,0.5,0.5,1.0,True,PIPER_PA-28-140
20001214X40407,Accident,MKC84FA197,1984-07-03,"WRIGHT, AR",United States,,,,,Fatal(1),Destroyed,Airplane,N4025,PIPER,PA-18-150,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,15-12-2009,1.0,1.0,0.0,1.0,True,PIPER_PA-18-150
20001214X41706,Accident,ATL85FA072,1984-12-30,"DUBLIN, VA",United States,,,PSK,NEW RIVER VALLEY,Fatal(1),Destroyed,Airplane,N4963D,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,17-10-2016,1.0,1.0,0.0,1.0,True,CESSNA_182A
20001214X35509,Accident,DEN85LA064,1985-01-14,"WAPITI, WY",United States,,,,,Non-Fatal,Destroyed,Airplane,N759WB,CESSNA,182Q,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,12-01-2016,2.0,0.0,0.5,0.5,True,CESSNA_182Q
20001214X36887,Accident,NYC85FA145B,1985-06-11,"BELMAR, NJ",United States,,,BLM,BELMAR MONMOUTH CO.,Fatal(1),Destroyed,Airplane,N4956B,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,1.0,1.0,4.0,0.0,VMC,Takeoff,Probable Cause,08-04-2013,6.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,True,CESSNA_152
20001214X37718,Accident,ATL85MA286,1985-09-29,"JENKINSBURG, GA",United States,,,,WEST WIND SPORT PARACHUTE,Fatal(17),Destroyed,Airplane,N551CC,CESSNA,208,No,1.0,Turbo Prop,Part 91: General Aviation,Skydiving,,17.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,17-10-2016,17.0,1.0,0.0,1.0,True,CESSNA_208
20001213X33697,Accident,SEA86FA121A,1986-05-19,"MEAD, WA",United States,,,,,Fatal(2),Destroyed,Airplane,N6161M,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,2.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,17-10-2016,3.0,0.6666666666666666,0.0,0.6666666666666666,True,CESSNA_152
20001213X26459,Accident,BFO88LA073,1988-08-07,"RACINE, WV",United States,,,CRW,YEAGER,Non-Fatal,Substantial,Airplane,N4873T,PIPER,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,Ferry,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,02-05-2011,1.0,0.0,0.0,0.0,False,PIPER_PA-28-180
20001213X28948,Accident,NYC89FA177A,1989-07-30,"SALISBURY TWP, PA",United States,,,1N9,ALLENTOWN QUEEN CITY,Fatal(7),Destroyed,Airplane,N2063V,BEECH,A36,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,7.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,17-10-2016,7.0,1.0,0.0,1.0,True,BEECH_A36
20001213X29904,Accident,ATL90FA040A,1989-12-17,"CINCINNATI, OH",United States,,,LUK,LUNKEN FIELD,Fatal(1),Substantial,Airplane,N8940T,CESSNA,182,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,,1.0,0.0,1.0,1.0,VMC,Maneuvering,Probable Cause,11-12-2012,3.0,0.3333333333333333,0.0,0.3333333333333333,False,CESSNA_182
20001212X22480,Accident,NYC90FA061,1990-01-29,"WILLISTON, VT",United States,,,BTV,BURLINGTON,Fatal(2),Destroyed,Airplane,N4688B,CESSNA,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,"Business Air, Inc.",2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,01-02-2016,2.0,1.0,0.0,1.0,True,CESSNA_208B
20001212X22619,Accident,NYC90FA063,1990-02-01,"FAIRFIELD, CT",United States,,,,,Fatal(1),Destroyed,Airplane,N83253,PIPER,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,01-02-2016,1.0,1.0,0.0,1.0,True,PIPER_PA-28-181
20001212X22649,Accident,ANC90LA043,1990-03-16,"SULATNA CROSS, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N4659C,CESSNA,170B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,01-07-2009,2.0,0.0,0.0,0.0,False,CESSNA_170B
20001212X22846,Accident,ATL90FA095B,1990-04-09,"GADSDEN, AL",United States,,,,,Fatal(2),Destroyed,Airplane,N99501,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,,2.0,0.0,0.0,7.0,VMC,Cruise,Probable Cause,17-11-2009,9.0,0.2222222222222222,0.0,0.2222222222222222,True,CESSNA_172
20001212X22992,Accident,MKC90LA087,1990-04-17,"SALINA, KS",United States,,,SLN,SALINA,Non-Fatal,Substantial,Airplane,N714EB,CESSNA,150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,02-05-2011,2.0,0.0,0.0,0.0,False,CESSNA_150
20001212X23574,Accident,ANC90LA112,1990-07-05,"COLDFOOT, AK",United States,,,NONE,COLDFOOT STRIP,Fatal(1),Destroyed,Airplane,N6374J,PIPER,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,Business,,1.0,1.0,0.0,0.0,VMC,Descent,Probable Cause,19-03-2009,2.0,0.5,0.5,1.0,True,PIPER_PA-28-180
20001212X23773,Accident,MKC90LA146,1990-07-12,"WICHITA, KS",United States,,,,,Non-Fatal,Substantial,Airplane,N7295F,PIPER,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,2.0,0.0,VMC,Descent,Probable Cause,02-05-2011,2.0,0.0,0.0,0.0,False,PIPER_PA-28-140
20001212X24345,Accident,NYC90FA220,1990-09-14,"PLAIN CITY, OH",United States,,,,,Fatal(2),Destroyed,Airplane,N95644,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,01-02-2016,2.0,1.0,0.0,1.0,True,CESSNA_152
20001212X16418,Accident,CHI91FA088B,1991-02-03,"OSCEOLA, WI",United States,,,OEO,L.O.SIMENSTAD MUNI,Fatal(7),Destroyed,Airplane,N6384A,CESSNA,182,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,7.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,17-10-2016,7.0,1.0,0.0,1.0,True,CESSNA_182
20001212X16418,Accident,CHI91FA088A,1991-02-03,"OSCEOLA, WI",United States,,,OEO,L.O.SIMENSTAD MUNI,Fatal(7),Destroyed,Airplane,N4676R,PIPER,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,7.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,17-10-2016,7.0,1.0,0.0,1.0,True,PIPER_PA-28-140
20001212X16415,Accident,CHI91DCJ01,1991-02-24,"WESTERN, NE",United States,,,,,Fatal(1),Destroyed,Airplane,N738LL,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,1.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,17-08-2012,1.0,1.0,0.0,1.0,True,CESSNA_172N
20001212X17597,Accident,LAX91LA306,1991-07-11,"WAILUA, HI",United States,,,,,Fatal(1),Substantial,Airplane,N9022T,CESSNA,182,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,1.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,17-10-2016,5.0,0.2,0.0,0.2,False,CESSNA_182
20001212X17742,Accident,ANC91LA121,1991-08-09,"ANCHORAGE, AK",United States,,,LHD,LAKE HOOD SEAPLANE,Non-Fatal,Substantial,Airplane,N2370H,PIPER,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,19-03-2009,1.0,0.0,0.0,0.0,False,PIPER_PA-18
20001212X18014,Accident,ANC91LA155,1991-09-19,"EAGLE, AK",United States,,,EAA,EAGLE,Non-Fatal,Substantial,Airplane,N4894A,PIPER,PA-18-150,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,Tatonduk Outfitters Ltd,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,09-12-2011,1.0,0.0,0.0,0.0,False,PIPER_PA-18-150
20001212X18289,Accident,FTW92FA014,1991-10-27,"MARBLE FALLS, TX",United States,,,,,Fatal(2),Destroyed,Airplane,N7246H,BEECH,A36,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,25-01-2011,2.0,1.0,0.0,1.0,True,BEECH_A36
20001212X18454,Accident,FTW92LA028,1991-11-29,"LAS CRUCES, NM",United States,,,LRU,LAS CRUCES,Non-Fatal,Substantial,Airplane,N1906N,CESSNA,120,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-12-2013,1.0,0.0,0.0,0.0,False,CESSNA_120
20001211X12054,Accident,ANC93FA054,1993-04-23,"KASHWITNA, AK",United States,,,,,Fatal(2),Destroyed,Airplane,N3741Z,PIPER,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Business,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,17-08-2012,2.0,1.0,0.0,1.0,True,PIPER_PA-18-150
20001211X13214,Accident,NYC93FA154,1993-08-14,"EAST MORICHES, NY",United States,,,1N2,SPADARO,Fatal(1),Destroyed,Airplane,N5010D,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,1.0,4.0,0.0,0.0,VMC,Takeoff,Probable Cause,17-10-2016,5.0,0.2,0.8,1.0,True,CESSNA_182A
20001211X13354,Accident,BFO93LA184,1993-09-25,"EMPORIA, VA",United States,,,,,Non-Fatal,Substantial,Airplane,N9841L,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,Aerial Observation,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-12-2010,2.0,0.0,0.0,0.0,False,CESSNA_172
20001206X00618,Accident,FTW94FA060B,1994-01-02,"PEARLAND, TX",United States,,,T02,CLOVER FIELD,Fatal(5),Destroyed,Airplane,N739TL,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,5.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,12-04-2016,5.0,1.0,0.0,1.0,True,CESSNA_172N
20001206X02019,Accident,CHI94LA298,1994-08-25,"CENTRALIA, IL",United States,,,,,Non-Fatal,Substantial,Airplane,N6307S,CESSNA,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,02-05-2011,1.0,0.0,0.0,0.0,False,CESSNA_150
20001206X01926,Accident,ANC94LA126,1994-08-31,"CAPE SABINE, AK",United States,,,Z53,CAPE SABINE,Non-Fatal,Substantial,Airplane,N9825F,CESSNA,208,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,17-11-2009,2.0,0.0,0.0,0.0,False,CESSNA_208
20001206X02310,Accident,LAX94WA373,1994-09-14,"PRINCE GEORGE, CANADA",Canada,,,,,Non-Fatal,Substantial,Airplane,N1869J,PIPER,PA-28-140,No,1.0,Unknown,Part 91: General Aviation,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,Foreign,06-10-1994,1.0,0.0,0.0,0.0,False,PIPER_PA-28-140
20001206X02737,Accident,LAX95FA062,1994-12-27,"HOLTVILLE, CA",United States,,,IPL,IMPERIAL COUNTY AIRPORT,Fatal(2),Destroyed,Airplane,N4647R,PIPER,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Business,,2.0,0.0,0.0,0.0,VMC,Go-Around,Probable Cause,17-08-2012,2.0,1.0,0.0,1.0,True,PIPER_PA-28-140
20001207X04527,Accident,LAX95LA335,1995-09-15,"BAKERSFIELD, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N7498L,PIPER,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,25-02-2010,1.0,0.0,0.0,0.0,False,PIPER_PA-18-150
20001208X07660,Accident,ATL97FA060,1997-04-19,"ATHENS, GA",United States,,,,,Fatal(1),Destroyed,Airplane,N6005T,BEECH,C23,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-10-2015,1.0,1.0,0.0,1.0,True,BEECH_C23
20001208X07698,Accident,DCA97WA044,1997-04-30,,Cambodia,,,,,Fatal(2),Destroyed,Airplane,N9825F,CESSNA,208,No,1.0,Unknown,Part 129: Foreign,Unknown,,2.0,0.0,0.0,0.0,UNK,Unknown,Foreign,,2.0,1.0,0.0,1.0,True,CESSNA_208
20001208X08047,Accident,ANC97LA091,1997-06-26,"CHUGIAK, AK",United States,,,BCV,BIRCHWOOD,Non-Fatal,Substantial,Airplane,N1386A,PIPER,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,15-12-2009,2.0,0.0,0.0,0.0,False,PIPER_PA-18
20001208X08682,Accident,LAX97LA294,1997-08-18,"CHANDLER, AZ",United States,,,CHD,CHANDLER MUNICIPAL,Non-Fatal,Substantial,Airplane,N57528,PIPER,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,23-04-2010,2.0,0.0,0.0,0.0,False,PIPER_PA-18-150
20001208X08986,Accident,DCA98MA002,1997-10-08,"MONTROSE, CO",United States,,,KMTJ,MONTROSE REGIONAL,Fatal(9),Destroyed,Airplane,N12022,CESSNA,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,Scenic Airlines Inc,9.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,20-12-2013,9.0,1.0,0.0,1.0,True,CESSNA_208B
20001208X09175,Accident,FTW98LA046,1997-11-07,"BROOMFIELD, CO",United States,,,BJC,JEFFERSON COUNTY,Non-Fatal,Substantial,Airplane,N9607D,PIPER,PA-22-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,01-02-2016,2.0,0.0,0.0,0.0,False,PIPER_PA-22-150
20001211X10470,Accident,ATL98LA092,1998-07-04,"GREEN SEA, SC",United States,,,,,Fatal(1),Substantial,Airplane,N7247E,CESSNA,182,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,1.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,17-10-2016,5.0,0.2,0.0,0.2,False,CESSNA_182
20001212X19018,Accident,LAX99FA220,1999-06-19,"PASO ROBLES, CA",United States,,,PRB,PASO ROBLES MUNICIPAL,Fatal(4),Destroyed,Airplane,N4824D,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,4.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,17-10-2016,5.0,0.8,0.2,1.0,True,CESSNA_182A
20001212X19077,Accident,MIA99LA192,1999-06-30,"ROCK SPRINGS, NC",United States,,,,,Non-Fatal,Substantial,Airplane,N4784N,CESSNA,182Q,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,0.0,0.0,0.0,3.0,VMC,Climb,Probable Cause,21-04-2016,3.0,0.0,0.0,0.0,False,CESSNA_182Q
20001212X19373,Accident,SEA99LA118,1999-07-14,"OPHEIM, MT",United States,,,,,Fatal(1),Substantial,Airplane,N4385Z,PIPER,PA-18-150,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,12-12-2011,1.0,1.0,0.0,1.0,False,PIPER_PA-18-150
20001212X19754,Accident,FTW99FA261,1999-09-18,"BRYAN, TX",United States,,,CFD,COULTER FIELD,Fatal(5),Destroyed,Airplane,N4803D,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,5.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,17-10-2016,5.0,1.0,0.0,1.0,True,CESSNA_182A
20001212X19784,Accident,IAD99LA068,1999-09-21,"FRIENDLY, MD",United States,,,VKX,POTOMAC AIRFIELD,Non-Fatal,Substantial,Airplane,N63325,CESSNA,172P,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,0.0,0.0,0.0,2.0,IMC,Takeoff,Probable Cause,04-11-2009,2.0,0.0,0.0,0.0,False,CESSNA_172P
20001212X20487,Accident,FTW00FA083B,2000-02-16,"MCALESTER, OK",United States,,,MLC,MCALESTER REGIONAL,Fatal(1),Substantial,Airplane,N9505B,CESSNA,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,,1.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,28-01-2010,2.0,0.5,0.0,0.5,False,CESSNA_208B
20001212X21880,Accident,SEA00WA163,2000-08-15,"TESLIN LAKE, CANADA",Canada,,,,,Fatal(2),Substantial,Airplane,,CESSNA,208,No,1.0,Unknown,"Non-U.S., Non-Commercial",Public Aircraft,,2.0,0.0,0.0,0.0,UNK,Unknown,Foreign,18-08-2000,2.0,1.0,0.0,1.0,False,CESSNA_208
20020201X00156,Accident,CHI00LA312,2000-09-14,"BELLEVILLE, MI",United States,42.236389,-83.5275,YIP,Willow Run Airport,Non-Fatal,Substantial,Airplane,N806BF,CESSNA,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,01-02-2016,1.0,0.0,0.0,0.0,False,CESSNA_208B
20010116X00306,Accident,MIA01LA059,2001-01-07,"PARKTON, NC",United States,,,35W,Southern Comforts Aerodrome,Non-Fatal,Substantial,Airplane,N5883B,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,10-12-2014,1.0,0.0,0.0,0.0,False,CESSNA_182A
20010502X00855,Accident,NYC01WA100,2001-04-13,"Sulmona, Italy",Italy,,,,,Fatal(4),Destroyed,Airplane,,CESSNA,182,No,1.0,Unknown,"Non-U.S., Non-Commercial",Personal,,4.0,0.0,0.0,0.0,UNKNOWN,Unknown,Foreign,,4.0,1.0,0.0,1.0,True,CESSNA_182
20010503X00870,Accident,MIA01WA133,2001-04-28,"ROQUE PEREZ, Argentina",Argentina,-35.4775,-59.275278,,,Fatal(10),Destroyed,Airplane,,CESSNA,208B,No,1.0,Unknown,Part 129: Foreign,Unknown,,10.0,0.0,0.0,0.0,IMC,Unknown,Foreign,,10.0,1.0,0.0,1.0,True,CESSNA_208B
20010521X00976,Accident,MIA01WA141,2001-05-12,"MALDON ESSEX, UNITED KINGDOM",United Kingdom,,,,,Fatal(2),Substantial,Airplane,,PIPER,PA-24-250,No,1.0,Unknown,Part 91: General Aviation,Unknown,,2.0,0.0,0.0,0.0,VMC,Unknown,Foreign,,2.0,1.0,0.0,1.0,False,PIPER_PA-24-250
20010517X00948,Accident,WAS01WA007,2001-05-15,"ZUMATLAN, Mexico",Mexico,17.95,-100.916667,,,Fatal(2),Destroyed,Airplane,,CESSNA,182,No,1.0,Unknown,"Non-U.S., Non-Commercial",Personal,,2.0,0.0,0.0,0.0,IMC,Unknown,Foreign,,2.0,1.0,0.0,1.0,True,CESSNA_182
20081006X73142,Accident,LAX01FA308,2001-06-03,"LYTLE CREEK, CA",United States,34.241389,-117.539722,,,Fatal(1),Substantial,Airplane,N8253W,PIPER,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,14-01-2009,1.0,1.0,0.0,1.0,False,PIPER_PA-28-181
20010706X01313,Accident,CHI01LA193,2001-07-04,"TAYLORVILLE, IL",United States,,,,,Non-Fatal,Substantial,Airplane,N5142D,CESSNA,182,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,10-12-2014,1.0,0.0,0.0,0.0,False,CESSNA_182
20010711X01377,Accident,WAS01RA012,2001-07-10,"LA PAZ, BOLIVIA",Bolivia,-17.5,-68.5,,,Non-Fatal,Substantial,Airplane,,CESSNA,208B,No,1.0,Unknown,"Non-U.S., Commercial",Unknown,,0.0,7.0,6.0,0.0,VMC,Unknown,Foreign,,13.0,0.0,0.5384615384615384,0.5384615384615384,False,CESSNA_208B
20010823X01761,Accident,IAD01FA097,2001-08-14,"MCGAHEYSVILLE, VA",United States,38.391389,-43.969167,,,Fatal(2),Substantial,Airplane,N63351,CESSNA,150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,2.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,15-03-2011,2.0,1.0,0.0,1.0,False,CESSNA_150
20010830X01835,Accident,FTW01LA200,2001-08-18,"SALADO, TX",United States,30.920556,-97.623056,,,Non-Fatal,Substantial,Airplane,N4795D,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,0.0,0.0,0.0,5.0,VMC,Descent,Probable Cause,10-12-2014,5.0,0.0,0.0,0.0,False,CESSNA_182A
20011019X02116,Accident,FTW02LA009,2001-10-06,"CHICKASHA, OK",United States,35.062778,-97.895277,,,Non-Fatal,Substantial,Airplane,N3862D,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,10-12-2014,2.0,0.0,0.0,0.0,False,CESSNA_182A
20020109X00049,Accident,WAS02WA015,2002-01-07,"Tarapoto, Peru",Peru,,,,,Non-Fatal,Destroyed,Airplane,,PIPER,PA-30,No,1.0,Unknown,"Non-U.S., Commercial",Unknown,,0.0,0.0,0.0,6.0,VMC,Unknown,Foreign,,6.0,0.0,0.0,0.0,True,PIPER_PA-30
20020123X00101,Accident,FTW02LA067,2002-01-15,"IRAAN, TX",United States,30.905556,-101.891944,2F0,Iraan Municipal Airport,Non-Fatal,Substantial,Airplane,N509R,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,01-02-2016,1.0,0.0,0.0,0.0,False,CESSNA_172
20020220X00235,Accident,WAS02WA019,2002-02-12,"SANTA ELENA, VENEZUELA",Venezuela,,,,,Non-Fatal,Substantial,Airplane,,CESSNA,182,No,1.0,Unknown,"Non-U.S., Commercial",Unknown,,0.0,0.0,4.0,0.0,VMC,Unknown,Foreign,,4.0,0.0,0.0,0.0,False,CESSNA_182
20020220X00238,Accident,DEN02LA025,2002-02-17,"DURANGO, CO",United States,,,00C,Animas Air Park,Non-Fatal,Substantial,Airplane,N4642J,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,08-04-2013,1.0,0.0,0.0,0.0,False,CESSNA_172N
20020509X00646,Accident,FTW02WA140,2002-03-22,"Tegucigalpa, Honduras",Honduras,,,,,Fatal(2),Destroyed,Airplane,,CESSNA,152,No,1.0,Unknown,"Non-U.S., Non-Commercial",Instructional,,2.0,0.0,0.0,0.0,VMC,Unknown,Foreign,,2.0,1.0,0.0,1.0,True,CESSNA_152
20020422X00562,Accident,FTW02LA121,2002-04-13,"CONWAY, AR",United States,35.054722,-92.353889,AR88,Poe's Airport,Non-Fatal,Substantial,Airplane,N4090D,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,0.0,1.0,0.0,4.0,VMC,Go-Around,Probable Cause,30-10-2016,5.0,0.0,0.2,0.2,False,CESSNA_182A
20020509X00649,Accident,FTW02WA144,2002-05-07,"MAMAYAC, Ecuador",Ecuador,-2.058889,-77.698889,,,Fatal(4),Destroyed,Airplane,,CESSNA,172,No,1.0,Unknown,"Non-U.S., Commercial",Unknown,,4.0,0.0,0.0,0.0,VMC,Unknown,Foreign,,4.0,1.0,0.0,1.0,True,CESSNA_172
20020726X01232,Accident,CHI02CA211,2002-07-18,"SPEARFISH, SD",United States,44.480278,-103.783056,SPF,Black Hills-Clyde Ice Field,Non-Fatal,Substantial,Airplane,N1373E,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,09-09-2002,1.0,0.0,0.0,0.0,False,CESSNA_172N
20020731X01275,Accident,CHI02CA214,2002-07-20,"LARETTO, MN",United States,45.081111,-93.668334,MN66,INGLESIDE,Non-Fatal,Substantial,Airplane,N6321B,CESSNA,182A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,13-05-2003,3.0,0.0,0.0,0.0,False,CESSNA_182A
20020829X01479,Accident,FTW02WA241,2002-08-12,"TINAQUILLO, VENEZUELA",Venezuela,10.503333,-68.288889,,,Non-Fatal,Substantial,Airplane,,CESSNA,172N,No,1.0,Unknown,"Non-U.S., Non-Commercial",Business,,0.0,1.0,2.0,0.0,VMC,Unknown,Foreign,,3.0,0.0,0.3333333333333333,0.3333333333333333,False,CESSNA_172N
20020910X01576,Accident,ANC02FA107,2002-08-27,"KODIAK, AK",United States,57.646111,-153.307222,,,Fatal(2),Substantial,Airplane,N7300R,CESSNA,A185F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,C-air,2.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,21-05-2013,4.0,0.5,0.5,1.0,False,CESSNA_A185F
20020906X01543,Accident,FTW02CA249,2002-09-04,"GRAHAM, TX",United States,33.111667,-98.554167,E15,GRAHAM MUNI,Non-Fatal,Substantial,Airplane,N9855S,PIPER,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,01-04-2003,1.0,0.0,0.0,0.0,False,PIPER_PA-28-161
20021021X05346,Accident,SEA02LA184,2002-09-28,"Estacada, OR",United States,45.303056,-122.359722,,,Non-Fatal,Destroyed,Airplane,N5337B,CESSNA,182,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,10-12-2014,5.0,0.0,0.0,0.0,True,CESSNA_182
